reported_date_time,reported_date_time_utc,posted_date,city,state,country_code,shape,reported_duration,duration_seconds,Summary,has_images,day_part
1992-06-15T06:00:00Z,15/06/1992 06:00,14/02/2006,Quinlan,TX,US,cigar,10 min.,600,"I stopped and got out of my truck to look at it and only seconds later the light on the bottom of the UFO, was turned off. y truck",FALSE,night
1975-04-15T07:00:00Z,15/04/1975 07:00,16/02/1999,Onalaska,WI,US,disk,~2 minutes,120,I saw it in the night sky after coming home with my parents from a late party at my uncle's house. The craft was just hovering there fo,FALSE,night
1987-09-19T03:00:00Z,19/09/1987 03:00,31/10/2003,Lima,OH,US,rectangle,5-8mins.,480,I saw a battleship size ufo that was outlined with lights but was transparent at the same time.,FALSE,night
1981-07-16T00:00:00Z,16/07/1981 00:00,30/08/1999,Fayetteville,AR,US,other,3 minutes,180,As an 9 year old child I saw a dumbbell shaped object hovering in daytime at approx. 5000 feet.,FALSE,afternoon
1981-06-02T04:00:00Z,02/06/1981 04:00,24/09/2003,Portland,OR,US,triangle,15 seconds,15,"elongated triangle ship spotted around 1981, 3 witnesses.  it put us in a daze making it hard to think",FALSE,afternoon
1977-03-28T04:00:00Z,28/03/1977 04:00,29/04/2016,Grand Forks,ND,US,unknown,10 minutes,600,Lights in the sky that came to us.,FALSE,night
1977-11-23T05:30:00Z,23/11/1977 05:30,10/01/2009,Tahlequah,OK,US,triangle,five minutes,300,"Triangular shaped object stopped over horse pasture in Tahlequah, Oklahoma in 1977",FALSE,night
1977-07-27T02:00:00Z,27/07/1977 02:00,27/04/2007,Toronto,ON,CA,triangle,5- 10 minutes,600,"dark triangle blanks out stars, lights appear",FALSE,astronomical dusk
1979-07-03T12:00:00Z,03/07/1979 12:00,09/06/2017,Forest Park,GA,US,other,15-30 seconds,30,"Stingray-like drone shaped craft, solid bright white, no engines, no windows, no wings, no rudder, no exhaust, no markings flying low.",FALSE,morning
1993-02-09T10:00:00Z,09/02/1993 10:00,20/02/2015,Lake Stevens,WA,US,egg,45 seconds,45,Multiple sightings of an egg-shaped craft.,FALSE,night
1980-07-16T20:40:00Z,16/07/1980 20:40,12/08/2008,Seattle,WA,US,cylinder,3 minutes,180,"Cylinder UFO Sighted in Seattle, Washington",FALSE,NA
1975-06-15T21:00:00Z,15/06/1975 21:00,12/06/2008,Baton Rouge,LA,US,disk,1.5 hours,129600,Object hovered over Baton Rouge a long time then shot away,FALSE,afternoon
1977-07-15T03:00:00Z,15/07/1977 03:00,04/03/2003,Stockholm,Stockholm,SE,sphere,10 minutes,600,"Spehere with BRIGHT red light, totally quiet. probably smoke-tail when flew away. duration 5-10 minutes. outside window.",FALSE,NA
1988-10-16T02:00:00Z,16/10/1988 02:00,24/05/1999,Odessa,TX,US,circle,2 min,120,Driving at night on loop saw circular blinking lights.,FALSE,night
1990-11-17T09:30:00Z,17/11/1990 09:30,04/03/2003,Hallowell,ME,US,fireball,2 minutes,120,Night turns to morning light and back again,FALSE,night
1987-02-01T20:00:00Z,01/02/1987 20:00,02/12/2013,Lucas,TX,US,other,2 minutes,120,Car in the clouds.,FALSE,afternoon
1994-09-24T23:05:00Z,24/09/1994 23:05,09/12/2003,Burlington,ON,CA,triangle,5 minutes,300,i made a composite and closeup painting with a map to provide visual details of this remarkable event.,FALSE,afternoon
1988-07-01T17:00:00Z,01/07/1988 17:00,16/12/2005,Winnipeg,MB,CA,sphere,30sec,30,2 spere's tumbeling across the sky on a partly cloudy day,FALSE,NA
1975-01-05T04:40:00Z,05/01/1975 04:40,16/02/1999,Houston,TX,US,disk,approx 1 min.,60,Witnesses saw a bluish-white-light emitting spherical object on the ground a few feet from the edge of a feeder road alongside IH45 So.,FALSE,night
1989-08-19T16:00:00Z,19/08/1989 16:00,11/05/2005,Cleveland,OH,US,disk,20 seconds,20,"FISHING ON LAKE ERIE, SAW A SAUCER LIKE OBJECT, FOR ABOUT 20 SECONDS, THEN VANISHED",FALSE,morning
1977-06-16T05:00:00Z,16/06/1977 05:00,10/08/2018,Sacramento,CA,US,NA,10 minutes,600,Hovering silent craft with diamond pattern lights,FALSE,astronomical dusk
1987-10-16T01:00:00Z,16/10/1987 01:00,13/09/2002,Yonkers,NY,US,rectangle,30 minutes,1800,Silent rectangular football field sized object fling at about 1000 feet with 6 groups of lights on bottom and across stern,FALSE,night
1977-04-11T19:00:00Z,11/04/1977 19:00,07/08/2007,Silver Spring,MD,US,disk,few minutes,180,"Saw a saucer hovering over the, then Hebrew Congregation on Lockwood Drive. It was less than a 100 yds from me, as clear as day.",FALSE,afternoon
1988-08-16T02:30:00Z,16/08/1988 02:30,13/04/2010,West Milford,NJ,US,orb,7 min,420,"Two white orbs of light flew into the sky, stopped for a few minutes, then flew away in a very quick hyper speed together.",FALSE,night
1994-09-19T01:30:00Z,19/09/1994 01:30,23/12/2020,Taunton,MA,US,light,20 minutes,1200,UFO with yellow lights in the sky seen defying the laws of gravity.,FALSE,night
1978-04-20T04:00:00Z,20/04/1978 04:00,24/08/2004,Westland,MI,US,disk,2 minutes,120,"Approx 50-75 feet above us, 30-40 ft diameter, metal, saucer shaped UFO, colored lights all around, 2 bright white lights.",FALSE,night
1978-08-16T00:30:00Z,16/08/1978 00:30,23/03/2004,Statesboro,GA,US,light,7 minutes,420,In 1978 I saw six star-like objects sit stationary in the sky and then take off at an extremely high rate of speed,FALSE,nautical dusk
1992-11-01T12:30:00Z,01/11/1992 12:30,20/08/2020,Spokane,WA,US,light,2-4 minutes,240,"UFO over active USAF B-52 base, controllers ask civilian pilots to identify...",FALSE,night
1976-09-15T13:00:00Z,15/09/1976 13:00,29/09/2015,Fairbanks,AK,US,triangle,10 minutes,600,"I have video of surgery in my left shoulder that was found by my Doctor. My experience began when I was a child, it was like a dream bu",FALSE,NA
1985-05-17T05:30:00Z,17/05/1985 05:30,17/07/2015,Bakersfield,CA,US,other,20-30 seconds,30,"I was driving a waivy road, not much lights. Suddenly a big path with gate entrancejust open about 30 feet in front of me. I made a com",FALSE,night
1977-06-01T08:00:00Z,01/06/1977 08:00,12/08/2008,Hesperia,CA,US,egg,1 hour,86400,stay away!,FALSE,night
1985-07-28T08:15:00Z,28/07/1985 08:15,02/10/1999,Arlington,TX,US,cigar,2 minutes,120,"a object entering the area at a 45 degree angle, turning the sky a bright green.  The object slowed down and finally went level and lig",FALSE,night
1981-04-26T01:00:00Z,26/04/1981 01:00,26/11/2003,Bridgewater,MA,US,triangle,7 to 10 minutes,600,"I'm sorry I am so late in reporting this.  My husband and I rarely talked about it to each other after the incident, which was short in",FALSE,astronomical dusk
1977-08-09T01:00:00Z,09/08/1977 01:00,12/08/2008,Jefferson,OH,US,triangle,three min,180,"Triangle shaped with red, blue, white, lights on corners. Making right turns.",FALSE,nautical dusk
1989-07-04T03:30:00Z,04/07/1989 03:30,28/01/1999,Lawrence,KS,US,chevron,60 seconds,60,"I was on my way home, from picking up my son up at the theater.",FALSE,astronomical dusk
1990-05-27T04:00:00Z,27/05/1990 04:00,07/08/2011,Stanwood,WA,US,rectangle,10:00 min,600,It changed my life forever and my system of belief.,FALSE,civil dusk
1983-08-16T01:05:00Z,16/08/1983 01:05,08/10/2007,Bedford Hills,NY,US,chevron,10 minutes,600,Observed a huge black bommerang shaped UFO the size of 2 football fields hovering & moving slowly over the prison.,FALSE,astronomical dusk
1994-05-16T04:00:00Z,16/05/1994 04:00,31/10/2003,Saskatoon,SK,CA,light,2 hours,172800,"streams of light and triangular lights seen over Saskatoon, SK.",FALSE,nautical dusk
1990-11-15T21:30:00Z,15/11/1990 21:30,05/08/2001,Bremen,Bremen,DE,unknown,30 sec,30,"One object. It had one bright light at his front ( or back ). On its underside was a cross of lights like positioning lights, blinking",FALSE,night
1993-11-02T07:00:00Z,02/11/1993 07:00,12/06/2008,Sacramento,CA,US,triangle,20minutes,1200,Spectacular triangle's seem in the sky,FALSE,night
1980-07-07T12:30:00Z,07/07/1980 12:30,30/10/2006,Hudson,MA,US,unknown,two minutes,120,Back in the summer of 1980 I was dating a girl in Hudson MA.  She was taking a long time getting ready to go out for the evening so I w,FALSE,morning
1978-06-16T00:00:00Z,16/06/1978 00:00,18/06/2003,Mancelona,MI,US,disk,10 minutes,600,"The craft hummed loudly, was saucer shaped and had lights that were rotating around the edge.",FALSE,afternoon
1985-09-20T20:00:00Z,20/09/1985 20:00,18/06/2003,Coconut Creek,FL,US,disk,4 minutes,240,"Two ships, 500 feet away, over Tradewinds Park and as large as 2 to 3 football fields each",FALSE,afternoon
1987-06-01T01:00:00Z,01/06/1987 01:00,14/02/2006,Llandovery,WLS,GB,other,30 minutes,1800,Fairy lights at speed and fold over UFO,FALSE,astronomical dawn
1992-08-06T04:00:00Z,06/08/1992 04:00,24/05/2005,Jerseyville,IL,US,light,10 min.,600,"my brother and i chased after bright orange light in jerseyville,Il summer 0f 1992",FALSE,night
1993-07-16T06:00:00Z,16/07/1993 06:00,22/01/2000,Grand Coulee,WA,US,light,20 minutes,1200,Saw a bright red pulsing light hovering in the distance.  Turned off on a dirt side road to see if we could get closer to it.,FALSE,astronomical dusk
1978-08-19T05:00:00Z,19/08/1978 05:00,13/06/2014,New Britain,CT,US,fireball,15 seconds,15,Two Fireballs.,FALSE,night
1987-06-20T13:30:00Z,20/06/1987 13:30,29/09/2004,Auburn,MA,US,fireball,5 seconds,5,"Fireball went down into the woods. Moments later we heard rustling through the leaves, twigs breaking",FALSE,morning
1988-11-15T10:30:00Z,15/11/1988 10:30,21/03/2003,Dexter,NY,US,disk,1 minute,60,"Object was at tree level, approximately 200 feet in diameter and made no noise.",FALSE,night
1992-08-11T01:00:00Z,11/08/1992 01:00,24/02/2005,Green Bay,WI,US,light,20 min.,1200,"Witnessed a light, moving at right angles travel across the sky, strobes flashing 3 times, and 4 additional lights emerging.",FALSE,afternoon
1993-11-17T10:10:00Z,17/11/1993 10:10,22/01/2000,Middleborough,MA,US,light,50 minutes,3000,"Multiple lights moved across a field before dawn, 50 minutes of this.  As one approached, I returned to truck for camera and saw  brigh",FALSE,astronomical dawn
1988-11-15T10:30:00Z,15/11/1988 10:30,15/09/2005,Dexter,NY,US,disk,5 minutes,300,"craft was close, silent, brightly illuminated, and appeard to be examining the local airport.",FALSE,night
1976-07-22T03:00:00Z,22/07/1976 03:00,19/11/1998,Brevard,NC,US,sphere,5 minutes,300,"Saw two star-like objects, one bluish, theother orange, remain stationary for at least 5 minutes, then, in sequence and at about a 2 mi",FALSE,night
1981-05-11T22:00:00Z,11/05/1981 22:00,30/10/2012,Warminster,ENG,GB,circle,2 minutes,120,"Hi, My signting was a long time ago (1981). Although at the time I went to the Police station and reported the sighting and told everyo",FALSE,astronomical dusk
1994-07-02T09:45:00Z,02/07/1994 09:45,01/02/2007,Wollongong,New South Wales,AU,oval,10-15 minutes,900,Glowing ball of light travelling slowly east.,FALSE,night
1986-04-02T05:00:00Z,02/04/1986 05:00,11/01/2002,Red Lodge,MT,US,unknown,1.5 min,90,Definitely an aircraft but totally silent and very slow.,FALSE,night
1976-11-01T23:00:00Z,01/11/1976 23:00,07/01/2015,Tuckahoe,NY,US,disk,30 minutes,1800,RED/WHITE LIGHTS REVOLVING AROUND DISK SHAPE.  3 WITNESSES.,FALSE,astronomical dusk
1978-08-22T00:00:00Z,22/08/1978 00:00,16/12/1999,Bastrop,LA,US,rectangle,10min,600,"Large rectangular object, about 100 yards over the power lines.",FALSE,afternoon
1989-10-16T00:00:00Z,16/10/1989 00:00,05/08/2001,Bloomingdale,NJ,US,sphere,35 seconds,35,Tennis Ball size blue sphere objects.,FALSE,night
1983-05-02T01:00:00Z,02/05/1983 01:00,11/05/2005,Chesterfield,VA,US,cylinder,2-5 minutes,300,"The date of this sighting is unknown, so I did best guess. This is among many many sightings I've had as a kid. This is the most memora",FALSE,nautical dusk
1982-06-15T19:00:00Z,15/06/1982 19:00,16/07/2003,Overland Park,KS,US,cigar,15 min.,900,Followed object in my car for 13 blocks it stopped hung in air for 3min. then went opposite direction and was gone.,FALSE,afternoon
1979-05-20T07:00:00Z,20/05/1979 07:00,15/05/2006,Cold Lake,AB,CA,formation,45 seconds,45,v formation of lights in outer space turning 90 degrees,FALSE,night
1984-08-16T01:00:00Z,16/08/1984 01:00,04/04/2014,Stamford,CT,US,disk,1-2 minutes,120,"Dear Mr. Davenport, I heard you on the Clyde Lewis Show on March 27th, 2014 and I was so elated to hear you wanted UFO experiences of t",FALSE,astronomical dusk
1991-07-20T01:30:00Z,20/07/1991 01:30,24/05/1999,Virginia Beach,VA,US,triangle,1 minute,60,"dark triangular craft, white lights on corners, red light center underneath followed by a smaller, disk shaped craft, white lights arou",FALSE,nautical dusk
1988-06-16T02:00:00Z,16/06/1988 02:00,31/03/2008,Budd Lake,NJ,US,triangle,1 hour,86400,"huge object over fileds Near Budd Lake,NJ",FALSE,astronomical dusk
1985-07-01T23:00:00Z,01/07/1985 23:00,19/12/2019,Brook Park,OH,US,disk,2 minutes,120,"Round silver disc shape, low hovering over our car. I was a kid, maybe 7 or 8 driving in backseat with my grandma, my brother and grand",FALSE,afternoon
1992-05-25T18:00:00Z,25/05/1992 18:00,16/11/2002,Montrose,PA,US,oval,1 minute,60,Large 100 ft long 50 ft high oval sphere shiny like a blob of mercury tree top level 100 yards away or closer.,FALSE,afternoon
1982-11-15T09:00:00Z,15/11/1982 09:00,19/03/2002,Marksville,LA,US,circle,aprox 5 min,300,I can Only Belive That This Was A  Loading Of A  UFO  Into A  Mother Ship.,FALSE,night
1986-06-01T08:00:00Z,01/06/1986 08:00,22/02/2002,Schertz,TX,US,oval,20min approx.,1200,"A large round object hovered over my house very late at night, with lights all around it, that faded as I looked.",FALSE,night
1980-05-16T03:00:00Z,16/05/1980 03:00,20/12/2012,Saint Cloud,MN,US,other,3 minutes,180,Saturn shaped U.F.O.,FALSE,nautical dusk
1992-10-15T13:50:00Z,15/10/1992 13:50,02/11/1999,Wilsonville,OR,US,light,15 sec.,15,"Woman repts. seeing ""round, flashing lights"" moving S to N while in hospital.",FALSE,nautical dawn
1981-06-16T05:30:00Z,16/06/1981 05:30,16/04/2005,Seattle,WA,US,rectangle,2 - 3 minutes,180,"Dark rectangle moved slowly across sky with swaying motion, possible telepathy with 2nd observer",FALSE,NA
1975-10-16T04:00:00Z,16/10/1975 04:00,31/10/2003,Ryegate,MT,US,circle,1 hour,86400,"10/15/75. Round shape, extremely bright white light, took off (up) when I told it to ""come get me"".",FALSE,night
1986-05-01T23:00:00Z,01/05/1986 23:00,31/10/2008,Bensalem,PA,US,formation,2 hours,172800,"3 ""stars"" over bensalem spun away",FALSE,afternoon
